"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Rating.Scale.object.2.Fear.of.embarrassment.causes.me.to.avoid.doing.things.or.speaking.to.people.","Rating.Scale.object.2.Fear.of.embarrassment.causes.me.to.avoid.doing.things.or.speaking.to.people..Quantised","Rating.Scale.object.2.I.avoid.activities.in.which.I.am.the.center.of.attention.","Rating.Scale.object.2.I.avoid.activities.in.which.I.am.the.center.of.attention..Quantised","Rating.Scale.object.2.Being.embarrassed.or.looking.stupid.are.among.my.worst.fears.","Rating.Scale.object.2.Being.embarrassed.or.looking.stupid.are.among.my.worst.fears..Quantised","Random_ID"
"1",1695838292306,"27/09/2023 18:11:32",1695823892306,-4,"27/09/2023 10:11:32",144636,5,"questionnaire-4h2a",NA,31904937,9434076,NA,"complete","lqhvtm","3T111IHZ5KPKFV2VC6YM36UW6JF9RV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Mini-SPIN",2,"ABJCIDHEGF","Passed AC2","","0","1","0","1","0","1","SUPAMT97235"
"1",1695838516170,"27/09/2023 18:15:16",1695824116170,-4,"27/09/2023 10:15:16",144636,5,"questionnaire-4h2a",NA,31905021,9434100,NA,"complete","lmlvva","3MH9DQ7572BRAXHKU6Z10Y33HVEGUX","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x800","1280x651",NA,NA,0,"Mini-SPIN",2,"BCADJEIFHG","Passed AC2","","3","4","2","3","1","2","SUPAMT66053"
"1",1695839998207,"27/09/2023 18:39:58",1695825598207,-4,"27/09/2023 10:39:58",144636,5,"questionnaire-4h2a",NA,31905841,9434753,NA,"complete","ivpjlv","3L6L49WXW6WUD2YLY4PSJXEKSA0456","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Mini-SPIN",2,"JAIBHCGDFE","Passed AC2","","0","1","0","1","2","3","SUPAMT32807"
"1",1695840724406,"27/09/2023 18:52:04",1695826324406,-4,"27/09/2023 10:52:04",144636,5,"questionnaire-4h2a",NA,31905878,9434777,NA,"complete","juggof","3NG53N1RL1IZPD36UMOJYFZ6LVBP8W","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Mini-SPIN",2,"ABJCIDHEGF","Passed AC2","","2","3","3","4","2","3","SUPAMT28732"
"1",1695840857585,"27/09/2023 18:54:17",1695826457585,-4,"27/09/2023 10:54:17",144636,5,"questionnaire-4h2a",NA,31905937,9434701,NA,"complete","rdlnde","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Mini-SPIN",2,"FGEHDICJBA","Passed AC2","","1","2","2","3","1","2","SUPAMT41746"
"1",1695841457562,"27/09/2023 19:04:17",1695827057562,-4,"27/09/2023 11:04:17",144636,5,"questionnaire-4h2a",NA,31906246,9434786,NA,"complete","eilfgx","36DSNE9QZBX6OUNO6Q8VY53UR17JOR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1282x602",NA,NA,0,"Mini-SPIN",2,"GHFIEJDACB","Failed AC2","Passed AC1","2","3","3","4","2","3","SUPAMT38095"
"1",1695841551115,"27/09/2023 19:05:51",1695827151115,-4,"27/09/2023 11:05:51",144636,5,"questionnaire-4h2a",NA,31906310,9434661,NA,"complete","jvaotd","30BXRYBRPAWI2X109CWK3M01HCNWHY","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Mini-SPIN",2,"EFDGCHBIAJ","Passed AC2","","1","2","0","1","2","3","SUPAMT41746"
"1",1695863238010,"28/09/2023 01:07:18",1695848838010,-4,"27/09/2023 17:07:18",144636,5,"questionnaire-4h2a",NA,31906337,9434872,NA,"complete","kkwsod","39KFRKBFITUWJJINSQ9Y8SII45HYO1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1821x825",NA,NA,0,"Mini-SPIN",2,"FGEHDICJBA","Failed AC2","Passed AC1","3","4","2","3","3","4","SUPAMT34408"
"1",1695841674242,"27/09/2023 19:07:54",1695827274242,-4,"27/09/2023 11:07:54",144636,5,"questionnaire-4h2a",NA,31906366,9434898,NA,"complete","fgfwcs","386PBUZZXLWYI9KRTYS36OZ0WW2JLA","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1327x596",NA,NA,0,"Mini-SPIN",2,"HIGJFAEBDC","Passed AC2","","3","4","2","3","2","3","SUPAMT56321"
"1",1695841727619,"27/09/2023 19:08:47",1695827327619,-4,"27/09/2023 11:08:47",144636,5,"questionnaire-4h2a",NA,31906496,9435252,NA,"complete","fgfhmm","38BQUHLA92ZWP2T99NLNEXVBVV4MO0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Mini-SPIN",2,"JAIBHCGDFE","Passed AC2","","1","2","0","1","2","3","SUPAMT69675"
