"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Rating.Scale.object.2.Fear.of.embarrassment.causes.me.to.avoid.doing.things.or.speaking.to.people.","Rating.Scale.object.2.Fear.of.embarrassment.causes.me.to.avoid.doing.things.or.speaking.to.people..Quantised","Rating.Scale.object.2.I.avoid.activities.in.which.I.am.the.center.of.attention.","Rating.Scale.object.2.I.avoid.activities.in.which.I.am.the.center.of.attention..Quantised","Rating.Scale.object.2.Being.embarrassed.or.looking.stupid.are.among.my.worst.fears.","Rating.Scale.object.2.Being.embarrassed.or.looking.stupid.are.among.my.worst.fears..Quantised","Score..SPINScore","Random_ID"
"1",1702910970546,"18/12/2023 14:49:30",1702910970546,0,"18/12/2023 14:49:30",157680,2,"questionnaire-4h2a",NA,33757496,9985032,NA,"complete",NA,"65805a6478141009e3ad2700","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Mini-SPIN",2,"ABJCIDHEGF","Passed AC2",NA,"1","2","0","1","2","3","3","SUPPRF23130"
"1",1702912136652,"18/12/2023 15:08:56",1702912136652,0,"18/12/2023 15:08:56",157680,2,"questionnaire-4h2a",NA,33757902,9985135,NA,"complete",NA,"65805e99a3d357b82d00161a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1368x912","1368x743",NA,NA,0,"Mini-SPIN",2,"BCADJEIFHG","Passed AC2",NA,"2","3","2","3","1","2","5","SUPPRF57988"
"1",1702912533324,"18/12/2023 15:15:33",1702912533324,0,"18/12/2023 15:15:33",157680,2,"questionnaire-4h2a",NA,33758103,9985172,NA,"complete",NA,"658060219614e1dcd60d2ad8","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x593",NA,NA,0,"Mini-SPIN",2,"CDBEAFJGIH","Passed AC2",NA,"1","2","0","1","1","2","2","SUPPRF28201"
"1",1702912589446,"18/12/2023 15:16:29",1702912589446,0,"18/12/2023 15:16:29",157680,2,"questionnaire-4h2a",NA,33758131,9985173,NA,"complete",NA,"65806021c3e28b7307ddf8b2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Mini-SPIN",2,"DECFBGAHJI","Passed AC2",NA,"0","1","0","1","1","2","1","SUPPRF94387"
"1",1702913300231,"18/12/2023 15:28:20",1702913300231,0,"18/12/2023 15:28:20",157680,2,"questionnaire-4h2a",NA,33758405,9985185,NA,"complete",NA,"6580606ca34037ddf9e4da74","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x641",NA,NA,0,"Mini-SPIN",2,"EFDGCHBIAJ","Passed AC2",NA,"2","3","2","3","2","3","6","SUPPRF06891"
"1",1702912745549,"18/12/2023 15:19:05",1702912745549,0,"18/12/2023 15:19:05",157680,2,"questionnaire-4h2a",NA,33758199,9985241,NA,"complete",NA,"6580619847284eff914f8da1","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x551",NA,NA,0,"Mini-SPIN",2,"GHFIEJDACB","Passed AC2",NA,"2","3","2","3","3","4","7","SUPPRF35199"
"1",1702913659459,"18/12/2023 15:34:19",1702913659459,0,"18/12/2023 15:34:19",157680,2,"questionnaire-4h2a",NA,33758524,9985309,NA,"complete",NA,"658062fa175bf5b6b8e3ae15","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Mini-SPIN",2,"HIGJFAEBDC","Passed AC2",NA,"1","2","2","3","1","2","4","SUPPRF45434"
"1",1702913842088,"18/12/2023 15:37:22",1702913842088,0,"18/12/2023 15:37:22",157680,2,"questionnaire-4h2a",NA,33758585,9985406,NA,"complete",NA,"658066e6dddf50355a4936f2","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x911",NA,NA,0,"Mini-SPIN",2,"JAIBHCGDFE","Passed AC2",NA,"1","2","1","2","3","4","5","SUPPRF83664"
"1",1702914347794,"18/12/2023 15:45:47",1702914347794,0,"18/12/2023 15:45:47",157680,2,"questionnaire-4h2a",NA,33758758,9985409,NA,"complete",NA,"65806572d71d3bb8e9a351b4","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Mini-SPIN",2,"BCADJEIFHG","Passed AC2",NA,"1","2","1","2","2","3","4","SUPPRF30408"
"1",1702914901031,"18/12/2023 15:55:01",1702914901031,0,"18/12/2023 15:55:01",157680,2,"questionnaire-4h2a",NA,33758978,9985441,NA,"complete",NA,"65806774d3cea6a43bd2f3ef","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x559",NA,NA,0,"Mini-SPIN",2,"DECFBGAHJI","Passed AC2",NA,"0","1","3","4","4","5","7","SUPPRF88256"
"1",1702915018895,"18/12/2023 15:56:58",1702915018895,0,"18/12/2023 15:56:58",157680,2,"questionnaire-4h2a",NA,33759028,9985491,NA,"complete",NA,"658069be0a0dbef3a5667951","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Mini-SPIN",2,"FGEHDICJBA","Passed AC2",NA,"2","3","4","5","3","4","9","SUPPRF55208"
"1",1702915124692,"18/12/2023 15:58:44",1702915124692,0,"18/12/2023 15:58:44",157680,2,"questionnaire-4h2a",NA,33759076,9985439,NA,"complete",NA,"6580620e8ba223be6247ca81","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Mini-SPIN",2,"CDBEAFJGIH","Passed AC2",NA,"2","3","1","2","3","4","6","SUPPRF46255"
"1",1702915348675,"18/12/2023 16:02:28",1702915348675,0,"18/12/2023 16:02:28",157680,2,"questionnaire-4h2a",NA,33759159,9985552,NA,"complete",NA,"65806c0cc57d45b66f49fac6","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1710x1107","1710x981",NA,NA,0,"Mini-SPIN",2,"GHFIEJDACB","Passed AC2",NA,"3","4","3","4","3","4","9","SUPPRF14988"
"1",1702915417767,"18/12/2023 16:03:37",1702893817767,-6,"18/12/2023 04:03:37",157680,2,"questionnaire-4h2a",NA,33759191,9985463,NA,"complete",NA,"6580686d9e7b46f2f294403c","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 119.0.0.0","1366x768","1366x633",NA,NA,0,"Mini-SPIN",2,"EFDGCHBIAJ","Passed AC2",NA,"1","2","0","1","1","2","2","SUPPRF59973"
"1",1702915767936,"18/12/2023 16:09:27",1702915767936,0,"18/12/2023 16:09:27",157680,2,"questionnaire-4h2a",NA,33759293,9985598,NA,"complete",NA,"65806ce4e3b5ca342d8f0c03","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Mini-SPIN",2,"HIGJFAEBDC","Passed AC2",NA,"2","3","3","4","3","4","8","SUPPRF73473"
"1",1702916440449,"18/12/2023 16:20:40",1702916440449,0,"18/12/2023 16:20:40",157680,2,"questionnaire-4h2a",NA,33759550,9985612,NA,"complete",NA,"65806da7424a91527e7826d2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 120.0.0.0","1440x900","1440x706",NA,NA,0,"Mini-SPIN",2,"IJHAGBFCED","Passed AC2",NA,"1","2","1","2","0","1","2","SUPPRF28513"
"1",1702916830883,"18/12/2023 16:27:10",1702895230883,-6,"18/12/2023 04:27:10",157680,2,"questionnaire-4h2a",NA,33759760,9985753,NA,"complete",NA,"658071685d69e26ddbce8a46","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1664x1110","1664x985",NA,NA,0,"Mini-SPIN",2,"ABJCIDHEGF","Passed AC2",NA,"1","2","1","2","0","1","2","SUPPRF12889"
"1",1702917533257,"18/12/2023 16:38:53",1702917533257,0,"18/12/2023 16:38:53",157680,2,"questionnaire-4h2a",NA,33760178,9985804,NA,"complete",NA,"658072ea580295f0112e8f6c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x632",NA,NA,0,"Mini-SPIN",2,"BCADJEIFHG","Passed AC2",NA,"3","4","2","3","2","3","7","SUPPRF54311"
"1",1702918741124,"18/12/2023 16:59:01",1702900741124,-5,"18/12/2023 06:59:01",157680,2,"questionnaire-4h2a",NA,33760663,9985903,NA,"complete",NA,"658076dbc51193ed63d0c6e4","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1366x768","1366x643",NA,NA,0,"Mini-SPIN",2,"CDBEAFJGIH","Passed AC2",NA,"2","3","3","4","3","4","8","SUPPRF77346"
