"","Submission.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"11","65e62789fe158501e40a907f","AWAITING REVIEW","Not Applicable","2024-03-04T19:57:00.967000Z","2024-03-04T20:35:58.715000Z","","2024-03-04T20:35:59.267996Z",2338,"C6UC3A24",38,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF89522"
"12","65e6357b41f59d31ba13b2b5","AWAITING REVIEW","Not Applicable","2024-03-04T20:56:30.984000Z","2024-03-04T21:41:43.374000Z","","2024-03-04T21:42:03.033886Z",2713,"C6UC3A24",17,"English","No","18","Female","White","United States","United States","United States","English","Yes","Unemployed (and job seeking)","SUPPRF57112"
"13","65e636b392761b1846fc1cc2","AWAITING REVIEW","Not Applicable","2024-03-04T21:02:33.386000Z","2024-03-04T21:53:25.708000Z","","2024-03-04T21:53:26.193435Z",3053,"C6UC3A24",45,"English","No","20","Female","White","United States","United States","United States","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","SUPPRF60453"
"14","65e6378085f512aeefe14550","AWAITING REVIEW","Not Applicable","2024-03-04T21:05:08.340000Z","2024-03-04T21:52:39.946000Z","","2024-03-04T21:52:40.458945Z",2852,"C6UC3A24",122,"English, Russian","No","23","Male","White","United States","United States","United States","English","No","Full-Time","SUPPRF85387"
"15","65e638dc6f8a1e9e62cf7935","AWAITING REVIEW","Not Applicable","2024-03-04T21:11:03.194000Z","2024-03-04T22:33:04.261000Z","","2024-03-04T22:36:01.280164Z",4922,"C6UC3A24",161,"English","No","25","Female","Mixed","South Africa","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF16819"
"16","65e63aec8bedd849e61a5057","AWAITING REVIEW","Not Applicable","2024-03-04T21:28:27.325000Z","2024-03-04T22:57:56.209000Z","","2024-03-04T22:57:56.706296Z",5369,"C6UC3A24",203,"English, German, Spanish, Swahili","No","25","Male","Black","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","SUPPRF32972"
"17","65e63e68594ffe2494956192","AWAITING REVIEW","Not Applicable","2024-03-04T21:34:37.289000Z","2024-03-04T23:22:15.275000Z","","2024-03-04T23:22:15.721348Z",6458,"C6UC3A24",96,"English","No","20","Male","White","United States","United States","United States","English","Yes","Part-Time","SUPPRF62503"
"18","65e643f9a2536d6d8e81da80","AWAITING REVIEW","Not Applicable","2024-03-04T21:58:22.975000Z","2024-03-04T23:01:17.193000Z","","2024-03-04T23:03:14.569940Z",3775,"C6UC3A24",15,"English","No","20","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","SUPPRF03178"
"19","65e645e07b7ed997382e3e84","AWAITING REVIEW","Not Applicable","2024-03-04T22:06:45.349000Z","2024-03-04T23:06:28.658000Z","","2024-03-04T23:08:30.420488Z",3584,"C6UC3A24",6,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF29178"
"20","65e645f79d302aec356d0bed","AWAITING REVIEW","Not Applicable","2024-03-04T22:06:54.682000Z","2024-03-04T22:57:59.618000Z","","2024-03-04T22:58:00.116840Z",3065,"C6UC3A24",19,"English, Korean","No","25","Female","Asian","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF13270"
"21","65e64b2a2145f01e32079d47","AWAITING REVIEW","Not Applicable","2024-03-04T22:29:09.544000Z","2024-03-04T23:21:43.709000Z","","2024-03-04T23:21:44.138016Z",3155,"C6UC3A24",292,"English","No","22","Male","White","United States","United States","United States","English","No","Due to start a new job within the next month","SUPPRF92597"
"22","65e64b52f9f8081d35583afc","AWAITING REVIEW","Not Applicable","2024-03-04T22:30:22.192000Z","2024-03-04T23:13:44.315000Z","","2024-03-04T23:13:44.802755Z",2603,"C6UC3A24",36,"English, Spanish","No","23","Female","White","Peru","United States","Peru","Spanish","Yes","Part-Time","SUPPRF37753"
"23","65e64e9cb565be2330ac88b6","AWAITING REVIEW","Not Applicable","2024-03-04T22:43:45.447000Z","2024-03-04T23:45:24.011000Z","","2024-03-04T23:45:29.025867Z",3699,"C6UC3A24",30,"French, Urdu, English","No","23","Female","Asian","United States","United States","United States","English","Yes","Due to start a new job within the next month","SUPPRF34430"
"24","65e65a80664e178c63ea8756","AWAITING REVIEW","Not Applicable","2024-03-04T23:35:33.745000Z","2024-03-05T00:49:12.877000Z","","2024-03-05T00:49:13.471066Z",4420,"C6UC3A24",30,"English","No","23","Female","Other","United States","United States","United States","English","No","DATA_EXPIRED","SUPPRF59808"
"25","65e65f24664e178c63ea88e2","AWAITING REVIEW","Not Applicable","2024-03-04T23:57:23.563000Z","2024-03-05T00:58:30.731000Z","","2024-03-05T00:58:31.227160Z",3668,"C6UC3A24",203,"English","No","19","Female","Asian","India","United States","United States","English","Yes","Full-Time","SUPPRF52537"
"26","65e65fcecd1bf3d6ab95810f","AWAITING REVIEW","Not Applicable","2024-03-04T23:57:07.170000Z","2024-03-05T00:51:49.739000Z","","2024-03-05T00:51:50.215778Z",3283,"C6UC3A24",308,"English","No","23","Female","White","United States","United States","United States","English","Yes","DATA_EXPIRED","SUPPRF78419"
"27","65e660eed6fc4fd464e57536","AWAITING REVIEW","Not Applicable","2024-03-05T00:01:54.112000Z","2024-03-05T00:54:32.551000Z","","2024-03-05T00:54:33.046472Z",3159,"C6UC3A24",17,"Chinese, English","No","20","Female","Asian","China","United States","China","Chinese","Yes","DATA_EXPIRED","SUPPRF17352"
"28","65e663ee0ea25196de91304e","AWAITING REVIEW","Not Applicable","2024-03-05T00:14:44.829000Z","2024-03-05T01:20:02.445000Z","","2024-03-05T01:20:04.117011Z",3918,"C6UC3A24",263,"English, Korean","No","23","Male","Asian","United States","United States","United States","Korean","No","Full-Time","SUPPRF97186"
"29","65e67529e19c3d282826d353","AWAITING REVIEW","Not Applicable","2024-03-05T01:28:13.636000Z","2024-03-05T02:15:26.534000Z","","2024-03-05T02:15:27.013108Z",2833,"C6UC3A24",301,"English, Spanish","No","20","Male","White","United States","United States","United States","English","Yes","Part-Time","SUPPRF28263"
"30","65e67bd1d1c2a29c4b6f07de","AWAITING REVIEW","Not Applicable","2024-03-05T01:56:45.685000Z","2024-03-05T03:01:13.170000Z","","2024-03-05T03:01:13.812666Z",3868,"C6UC3A24",10,"English","No","25","Male","Black","United States","United States","United States","English","Yes","DATA_EXPIRED","SUPPRF00120"
"31","65e67dd45a9635b1d54e63bd","AWAITING REVIEW","Not Applicable","2024-03-05T02:05:16.038000Z","2024-03-05T02:54:31.623000Z","","2024-03-05T02:54:32.097178Z",2956,"C6UC3A24",16,"Burmese, English, Malay","No","22","Female","Asian","Myanmar","United States","Myanmar","Burmese","Yes","Full-Time","SUPPRF74439"
"32","65e680bc30346a17991412f9","AWAITING REVIEW","Not Applicable","2024-03-05T02:18:26.902000Z","2024-03-05T03:53:46.555000Z","","2024-03-05T03:53:47.032902Z",5720,"C6UC3A24",341,"English","No","23","Male","White","United States","United States","United States","English","No","Part-Time","SUPPRF18124"
"33","65e685496786b51f9b6f0999","AWAITING REVIEW","Not Applicable","2024-03-05T02:37:05.014000Z","2024-03-05T04:04:10.752000Z","","2024-03-05T04:04:11.187197Z",5226,"C6UC3A24",89,"English","No","21","Female","Black","United States","United States","United States","English","No","DATA_EXPIRED","SUPPRF66448"
"34","65e68bb756a92539d1f5fc9a","AWAITING REVIEW","Not Applicable","2024-03-05T03:14:17.280000Z","2024-03-05T04:35:02.283000Z","","2024-03-05T04:35:02.870608Z",4846,"C6UC3A24",42,"Spanish, English","No","22","Male","Mixed","United States","United States","United States","English","No","Full-Time","SUPPRF36163"
"35","65e6b46bf75de275fad2d819","AWAITING REVIEW","Not Applicable","2024-03-05T06:04:30.440000Z","2024-03-05T06:54:18.677000Z","","2024-03-05T06:54:19.226148Z",2989,"C6UC3A24",39,"English","No","19","Female","Asian","United States","United States","United States","English","Yes","Other","SUPPRF72420"
"36","65e6bb04450757d4d44e6d9f","AWAITING REVIEW","Not Applicable","2024-03-05T06:26:21.325000Z","2024-03-05T08:24:31.838000Z","","2024-03-05T08:24:32.308717Z",7091,"C6UC3A24",53,"English","No","22","Male","Black","Nigeria","United Kingdom","Nigeria","English","No","Full-Time","SUPPRF28837"
"37","65e6e8474cc66c4cbf831960","AWAITING REVIEW","Not Applicable","2024-03-05T09:39:37.524000Z","2024-03-05T10:34:41.884000Z","","2024-03-05T10:34:42.667380Z",3305,"C6UC3A24",173,"English","No","23","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","SUPPRF09135"
"38","65e6ebb5d263dfed41103566","AWAITING REVIEW","Not Applicable","2024-03-05T09:55:30.660000Z","2024-03-05T10:44:42.253000Z","","2024-03-05T10:44:42.782814Z",2952,"C6UC3A24",110,"English","No","20","Female","Mixed","United Kingdom","United Kingdom","United Kingdom","English","Yes","Unemployed (and job seeking)","SUPPRF18536"
"39","65e706b7315a671ffac90f5e","AWAITING REVIEW","Not Applicable","2024-03-05T11:49:15.281000Z","2024-03-05T12:38:24.145000Z","","2024-03-05T12:38:24.646784Z",2949,"C6UC3A24",581,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","DATA_EXPIRED","DATA_EXPIRED","SUPPRF68723"
"40","65e6cf5cce0675d712f52e05","REJECTED","Not Applicable","2024-03-05T07:57:27.506000Z","2024-03-05T08:47:53.829000Z","2024-03-05T10:13:28.825000Z","2024-03-05T08:47:54.623000Z",3027,"NOCODE",279,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","SUPPRF08667"
