"","Submission.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"1","65e60a883f4af7de914390c8","AWAITING REVIEW","Not Applicable","2024-03-04T17:53:50.958000Z","2024-03-04T18:36:53.969000Z","","2024-03-04T18:37:43.807976Z",2584,"C6UC3A24",229,"English","No","22","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF45961"
"2","65e6121c13c300c867dade4b","AWAITING REVIEW","Not Applicable","2024-03-04T18:25:36.947000Z","2024-03-04T19:11:31.013000Z","","2024-03-04T19:11:31.521739Z",2755,"C6UC3A24",18,"English","No","22","Female","White","United States","United States","United States","English","No","Full-Time","SUPPRF85564"
"3","65e6145c5ea714f6ca7020b0","AWAITING REVIEW","Not Applicable","2024-03-04T18:35:17.143000Z","2024-03-04T19:32:24.268000Z","","2024-03-04T19:32:24.764191Z",3428,"C6UC3A24",665,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","SUPPRF01010"
"4","65e61655112ede9803cb7027","AWAITING REVIEW","Not Applicable","2024-03-04T18:45:43.915000Z","2024-03-04T19:36:33.044000Z","","2024-03-04T19:36:33.508440Z",3050,"C6UC3A24",10,"English","No","18","Male","Asian","Palestinian Territory","United Kingdom","United Kingdom","English","No","Part-Time","SUPPRF90122"
"5","65e618b72145f01e320788fb","AWAITING REVIEW","Not Applicable","2024-03-04T18:53:59.377000Z","2024-03-04T20:55:15.117000Z","","2024-03-04T20:55:15.608536Z",7276,"C6UC3A24",18,"English","No","25","Male","Mixed","Nigeria","United Kingdom","Nigeria","English","No","Full-Time","SUPPRF33311"
"6","65e61ac1ea11151a57933935","AWAITING REVIEW","Not Applicable","2024-03-04T19:02:41.325000Z","2024-03-04T20:42:52.463000Z","","2024-03-04T20:42:53.206298Z",6012,"C6UC3A24",18,"English","No","25","Male","Black","United States","United States","United States","English","No","Full-Time","SUPPRF99447"
"7","65e61cbd9c011620fb06f645","AWAITING REVIEW","Not Applicable","2024-03-04T19:13:55.224000Z","2024-03-04T21:03:06.765000Z","","2024-03-04T21:03:07.361215Z",6552,"C6UC3A24",1081,"English","No","23","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","SUPPRF92065"
"8","65e6212196c95a694dd9bf64","AWAITING REVIEW","Not Applicable","2024-03-04T19:29:40.238000Z","2024-03-04T20:47:23.869000Z","","2024-03-04T20:47:24.384982Z",4664,"C6UC3A24",566,"English","No","22","Female","Black","Ghana","United Kingdom","Ghana","English","No","Full-Time","SUPPRF68034"
"9","65e6212570d2d33db2d2c762","AWAITING REVIEW","Not Applicable","2024-03-04T19:29:55.194000Z","2024-03-04T20:18:49.235000Z","","2024-03-04T20:18:49.752782Z",2935,"C6UC3A24",4,"Bengali, English, Hindi","No","24","Female","Asian","India","United Kingdom","India","English","Yes","Part-Time","SUPPRF40866"
"10","65e627240d9a8286e779f5d0","AWAITING REVIEW","Not Applicable","2024-03-04T19:55:22.365000Z","2024-03-04T20:37:42.999000Z","","2024-03-04T20:37:43.443760Z",2541,"C6UC3A24",1104,"Esperanto, English","No","22","Male","White","United States","United States","United States","English","No","Unemployed (and job seeking)","SUPPRF82077"
