"","Submission.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Fluent.languages","Mild.cognitive.impairment.dementia","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status","Random_ID"
"14","66199dbb5b219216dcaf2d71","APPROVED","Not Applicable","2024-04-12T20:47:30.369000Z","2024-04-12T21:44:16.069000Z","2024-04-16T14:15:46.172000Z","2024-04-12T21:45:00.568686Z",3406,"C6UC3A24",455,"English, Spanish","No","25","Female","Mixed","United States","United States","United States","English","No","Full-Time","SUPPRF02960"
"15","6619c3da4c9028ec3bdac938","APPROVED","Not Applicable","2024-04-12T23:29:36.316000Z","2024-04-13T00:29:49.180000Z","2024-04-16T14:15:46.598000Z","2024-04-13T00:30:19.439234Z",3613,"C6UC3A24",114,"English","No","23","Female","Asian","China","United Kingdom","United Kingdom","English","No","DATA_EXPIRED","SUPPRF02345"
"16","6619cd0add1bd65b560d88c3","APPROVED","Not Applicable","2024-04-13T00:09:48.648000Z","2024-04-13T01:11:06.639000Z","2024-04-16T14:15:47.054000Z","2024-04-13T01:12:19.726462Z",3678,"C6UC3A24",121,"English","No","21","Female","Asian","United States","United States","United States","English","Yes","Part-Time","SUPPRF06489"
"17","6619d415ac3cddf50c350a55","APPROVED","Not Applicable","2024-04-13T00:38:47.510000Z","2024-04-13T01:25:20.865000Z","2024-04-16T14:15:47.592000Z","2024-04-13T01:27:07.817823Z",2794,"C6UC3A24",45,"English","No","24","Male","Asian","United Kingdom","United Kingdom","United Kingdom","English","No","Due to start a new job within the next month","SUPPRF18130"
"18","6619eeb846feee6f7ba95db8","APPROVED","Not Applicable","2024-04-13T02:32:29.969000Z","2024-04-13T03:38:37.613000Z","2024-04-16T14:15:48.134000Z","2024-04-13T06:38:53.347680Z",3968,"C6UC3A24",172,"English, Malayalam","No","22","Female","Asian","DATA_EXPIRED","United States","United States","English","Yes","Other","SUPPRF09487"
"19","661a0a2385b6d2ed70024144","APPROVED","Not Applicable","2024-04-13T04:29:30.279000Z","2024-04-13T05:27:48.401000Z","2024-04-16T14:15:48.700000Z","2024-04-13T06:40:52.134128Z",3499,"C6UC3A24",1007,"English, German","No","25","Female","Mixed","United States","United States","United States","English","Yes","Full-Time","SUPPRF10740"
"20","661a327594179d1e92bc3bbd","APPROVED","Not Applicable","2024-04-13T07:21:28.847000Z","2024-04-13T08:17:43.503000Z","2024-04-16T14:15:49.329000Z","2024-04-13T08:18:21.986731Z",3375,"C6UC3A24",150,"English, Spanish","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF15189"
"21","661a38d05122903a80040d4e","APPROVED","Not Applicable","2024-04-13T07:48:35.384000Z","2024-04-13T08:57:53.179000Z","2024-04-16T14:15:50.060000Z","2024-04-13T08:57:57.942902Z",4158,"C6UC3A24",10,"English, Other","No","20","Female","Asian","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","SUPPRF27316"
"22","661a4d78dc20c9fb515986ee","APPROVED","Not Applicable","2024-04-13T09:25:55Z","2024-04-13T10:30:38.169000Z","2024-04-16T14:15:50.512000Z","2024-04-13T10:30:39.111988Z",3884,"C6UC3A24",151,"English","No","24","Male","White","United Kingdom","United Kingdom","United Kingdom","English","No","Unemployed (and job seeking)","SUPPRF05526"
"23","661a525db9c3958b865418ac","APPROVED","Not Applicable","2024-04-13T09:38:45.003000Z","2024-04-13T11:00:10.904000Z","2024-04-16T14:15:50.975000Z","2024-04-13T11:00:12.922162Z",4886,"C6UC3A24",17,"English, Russian","No","24","Male","Black","United Kingdom","United Kingdom","Nigeria","English","Yes","Part-Time","SUPPRF18997"
"24","661a5e09bc138c5e9f024a1f","APPROVED","Not Applicable","2024-04-13T10:27:37.830000Z","2024-04-13T11:08:00.683000Z","2024-04-16T14:15:51.465000Z","2024-04-13T11:08:28.200740Z",2423,"C6UC3A24",101,"English","No","22","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Due to start a new job within the next month","SUPPRF79299"
"25","661a5e82ee101223172c8815","APPROVED","Not Applicable","2024-04-13T10:31:51.770000Z","2024-04-13T12:06:30.255000Z","2024-04-16T14:15:52.035000Z","2024-04-13T12:06:31.457806Z",5679,"C6UC3A24",21,"English","No","25","Male","Black","Nigeria","United Kingdom","Nigeria","English","No","Part-Time","SUPPRF42665"
"26","661ab17331b72c70209361f3","APPROVED","Not Applicable","2024-04-13T16:23:19.923000Z","2024-04-13T18:02:18.506000Z","2024-04-16T14:15:52.464000Z","2024-04-13T18:02:19.656142Z",5939,"C6UC3A24",114,"English, Czech","No","24","Male","White","Czech Republic","United States","United States","English","Yes","Part-Time","SUPPRF38944"
"27","661aea95e1f6f05edc4d4053","APPROVED","Not Applicable","2024-04-13T20:28:46.147000Z","2024-04-13T21:28:39.905000Z","2024-04-16T14:15:52.923000Z","2024-04-13T21:29:16.076623Z",3594,"C6UC3A24",338,"English, Bengali","No","23","Male","Asian","United Kingdom","United Kingdom","Bangladesh","English","No","Full-Time","SUPPRF71555"
"28","661af4c79d43013323932827","APPROVED","Not Applicable","2024-04-13T21:10:39.663000Z","2024-04-13T22:10:55.872000Z","2024-04-16T14:15:53.294000Z","2024-04-13T22:11:31.834462Z",3617,"C6UC3A24",692,"English, Korean, Urdu, Punjabi","No","21","Female","Asian","Pakistan","United Kingdom","United Kingdom","Urdu","Yes","Part-Time","SUPPRF59205"
"29","661af8f6d2e34221e759b68b","APPROVED","Not Applicable","2024-04-13T21:28:27.262000Z","2024-04-13T22:30:27.458000Z","2024-04-16T14:15:53.655000Z","2024-04-13T22:30:28.037148Z",3721,"C6UC3A24",271,"English, Spanish","No","23","Female","Asian","United States","United States","United States","English","No","Part-Time","SUPPRF34062"
"30","661b12faa8820f7913de7090","APPROVED","Not Applicable","2024-04-13T23:19:27.423000Z","2024-04-14T00:25:21.072000Z","2024-04-16T14:15:54.111000Z","2024-04-14T00:25:21.801032Z",3954,"C6UC3A24",44,"English","No","24","Female","Mixed","United States","United States","United States","English","No","Full-Time","SUPPRF84928"
"31","661b217711f765830ca78b17","APPROVED","Not Applicable","2024-04-14T00:21:19.233000Z","2024-04-14T01:05:24.791000Z","2024-04-16T14:15:54.693000Z","2024-04-14T01:07:27.721981Z",2646,"C6UC3A24",1,"Chinese, English","No","25","Female","Asian","China","United States","China","Chinese","No","Full-Time","SUPPRF01218"
"32","661b264ebc06539b0490b1cf","APPROVED","Not Applicable","2024-04-14T00:41:56.740000Z","2024-04-14T01:39:16.038000Z","2024-04-16T14:15:55.098000Z","2024-04-14T01:40:33.350813Z",3440,"C6UC3A24",14,"English","No","24","Female","White","United States","United States","Italy","English","No","Due to start a new job within the next month","SUPPRF70818"
"33","661ba2531cfca8d1a726ebc7","APPROVED","Not Applicable","2024-04-14T09:39:25.524000Z","2024-04-14T10:33:34.657000Z","2024-04-16T14:15:55.534000Z","2024-04-14T10:33:35.422873Z",3250,"C6UC3A24",50,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","No","Full-Time","SUPPRF74220"
"34","661bc2a979ac46b7cd015dca","APPROVED","Not Applicable","2024-04-14T11:57:02.793000Z","2024-04-14T12:54:57.610000Z","2024-04-16T14:15:55.985000Z","2024-04-14T12:55:22.854070Z",3475,"C6UC3A24",67,"English","No","24","Male","Asian","Sri Lanka","United Kingdom","Sri Lanka","English","Yes","Part-Time","SUPPRF48343"
"35","661bc7414bef38d0895d84c6","APPROVED","Not Applicable","2024-04-14T12:09:42.104000Z","2024-04-14T13:00:28.833000Z","2024-04-16T14:15:56.468000Z","2024-04-14T13:00:29.534668Z",3047,"C6UC3A24",11,"English","No","21","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Full-Time","SUPPRF20789"
"36","661bdb334dbbf18eeb71ee31","APPROVED","Not Applicable","2024-04-14T13:33:39.312000Z","2024-04-14T14:40:29.524000Z","2024-04-16T14:15:56.816000Z","2024-04-14T14:41:57.016081Z",4011,"C6UC3A24",464,"English, Hindi","No","23","Female","Asian","India","United Kingdom","India","English","No","Part-Time","SUPPRF55107"
"37","661be6d61cfca8d1a726fb37","APPROVED","Not Applicable","2024-04-14T14:23:50.235000Z","2024-04-14T15:09:46.334000Z","2024-04-16T14:15:57.156000Z","2024-04-14T15:10:02.704609Z",2757,"C6UC3A24",9,"English, Arabic","No","20","Male","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","DATA_EXPIRED","SUPPRF52785"
"38","661be771c8fb00c8002c9560","APPROVED","Not Applicable","2024-04-14T14:26:00.602000Z","2024-04-14T15:15:23.600000Z","2024-04-16T14:15:57.568000Z","2024-04-14T15:15:24.280798Z",2963,"C6UC3A24",1065,"English","No","25","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)","SUPPRF60124"
"39","661beee39962e01ae7f8a331","APPROVED","Not Applicable","2024-04-14T14:57:44.566000Z","2024-04-14T15:46:29.181000Z","2024-04-16T14:15:58.009000Z","2024-04-14T15:46:29.928806Z",2925,"C6UC3A24",4,"English","No","23","Male","Asian","India","United Kingdom","India","English","Yes","Unemployed (and job seeking)","SUPPRF91286"
"40","661c04063adcb72841bc8317","APPROVED","Not Applicable","2024-04-14T16:27:58.138000Z","2024-04-14T17:25:41.066000Z","2024-04-16T14:15:58.509000Z","2024-04-14T17:26:23.581447Z",3463,"C6UC3A24",384,"English","No","22","Female","White","United Kingdom","United Kingdom","United Kingdom","English","Yes","Part-Time","SUPPRF60444"
"41","661af779f8085089e46f3e4a","RETURNED","Not Applicable","2024-04-13T21:32:01.487000Z","","","",NA,"",6450,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","SUPPRF98820"
"42","661bc3fbbc12ae61eced85fe","RETURNED","Not Applicable","2024-04-14T12:04:35.786000Z","","","",NA,"",190,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","SUPPRF48761"
